"","chromosome","genesymbol","position","clustersize"
"177984","chr22",NA,29555087,1
"177985","chr22","NF2",29696937,1
"177986","chr22","UQCR10",29769930,96
"177988","chr22","UQCR10",29769887,6
"178000","chr22","UQCR10",29822100,1
"178005","chr22","UQCR10",29769956,9
"178010","chr22","MTMR3",30016599,1
"178011","chr22","MTFP1",30429033,2
"178012","chr22","LIMK2",31279722,1
"178013","chr22",NA,31290413,1
"178014","chr22","DRG1",31434163,12
"178015","chr22","DRG1",31426745,2
"178016","chr22","DRG1",31433973,1
"178017","chr22","RPS17P16",32039982,19441
"178019","chr22","RPS17P16",32039908,787
"178114","chr22","RPS17P16",32039619,68
"178681","chr22","RPS17P16",32039767,1
"179071","chr22","RPS17P16",32039720,9
"180641","chr22","RPS17P16",32090129,10
"180735","chr22","RPS17P16",32098379,1
"181679","chr22","FBXO7",32487819,1
"181680","chr22","TOM1",35347985,4
"181682","chr22","TOM1",35323631,1
"181684","chr22","TOM1",35347939,1
"181685","chr22","APOL6",35718608,2
"181686","chr22","NCF4",36878070,2
"181687","chr22","KCTD17",37052221,1
"181688","chr22",NA,37226805,1
"181689","chr22",NA,37469553,1
"181690","chr22","PDXP",37666916,2
"181691","chr22","LGALS1",37679778,62
"181693","chr22","LGALS1",37797630,1
"181694","chr22","LGALS1",37679858,38
"181713","chr22","LGALS1",37678611,1
"181718","chr22","H1-0",37806182,5
"181719","chr22","EIF3L",37870227,1
"181720","chr22","EIF3L",37876008,1
"181721","chr22","POLR2F",37967785,12
"181722","chr22",NA,38484389,1
"181723","chr22","TOMM22",38684197,5
"181724","chr22","TOMM22",38684470,7
"181725","chr22","TOMM22",38683886,2
"181727","chr22","GTPBP1",38733588,4
"181729","chr22",NA,38862546,1
"181730","chr22","APOBEC3B",38992759,5
"181732","chr22","APOBEC3C",39018837,9
"181736","chr22","APOBEC3C",39020298,1
"181737","chr22","APOBEC3C",39020334,3
"181738","chr22","APOBEC3D",39032588,1
"181739","chr22","APOBEC3G",39079701,1
"181740","chr22","APOBEC3G",39087747,68
"181744","chr22","APOBEC3G",39084381,2
"181752","chr22","APOBEC3G",39087720,4
"181762","chr22","LOC101927202",39092857,17
"181767","chr22","LOC101927202",39091205,1
"181770","chr22","APOBEC3H",39100517,2
"181771","chr22","APOBEC3H",39103983,9
"181772","chr22","APOBEC3H",39107070,1
"181773","chr22","APOBEC3H",39101337,1
"181777","chr22",NA,39114828,1
"181778","chr22",NA,39172941,6
"181779","chr22",NA,39172985,5
"181781","chr22","ATF4",39522656,49
"181789","chr22","UQCRFS1P1",39876270,55
"181797","chr22","GRAP2",39984965,1
"181798","chr22","GRAP2",39901265,3
"181799","chr22","GRAP2",39964717,6
"181800","chr22","GRAP2",39973167,1
"181801","chr22",NA,39979354,1
"181802","chr22",NA,39979463,3
"181803","chr22","TNRC6B",40266708,1
"181804","chr22","ADSL",40366570,78
"181810","chr22","SGSM3",40400673,5
"181811","chr22","XPNPEP3",40861728,1
"181812","chr22","RBX1",40955462,2
"181813","chr22","RBX1",40972611,7
"181816","chr22","RBX1",40972650,16
"181817","chr22","RBX1",41012328,2
"181818","chr22","RBX1",40967886,2
"181820","chr22",NA,41258108,1
"181821","chr22",NA,41405314,1
"181822","chr22","ACO2",41528998,4
"181823","chr22","XRCC6",41622033,4
"181824","chr22","XRCC6",41664014,14
"181825","chr22","XRCC6",41622791,8
"181828","chr22","SMDT1",42083367,43
"181837","chr22","SERHL2",42574382,2
"181838","chr22","YWHAQP2",43645875,15
"181839","chr22","YWHAQP2",43645563,15
"181841","chr22","YWHAQP2",43645851,1
"181843","chr22","SAMM50",43957206,2
"181844","chr22","SAMM50",43957382,3
"181846","chr22","PARVG",44206593,8
"181848","chr22","PARVG",44183408,15
"181849","chr22","PARVG",44184260,16
"181850","chr22","PARVG",44206635,37
"181854","chr22","PARVG",44181919,2
"181855","chr22","PARVG",44205826,4
"181858","chr22","PARVG",44206708,5
"181863","chr22","PARVG",44206376,1
"181866","chr22","PARVG",44193184,1
"181873","chr22","PARVG",44208216,1
"181874","chr22","NUP50",45188012,18
"181880","chr22","FAM118A",45335387,1
"181881","chr22","FAM118A",45341136,1
"181882","chr22","LOC124905135",46057192,2
"181883","chr22","GRAMD4",46592871,1
"181884","chr22","TBC1D22A",47174094,1
"181885","chr22","PPP6R2",50388655,1
"181886","chr22",NA,50539131,4
"181887","chr22","RPL23AP82",50789169,6
"181888","chr22","RPL23AP82",50799201,71
"181891","chr22","RPL23AP82",50799379,4
"181900","chrX","PLCXD1",303357,15
"181902","chrX","ASMTL-AS1",1415427,1
"181903","chrX",NA,1660872,16
"181907","chrX",NA,1763217,1
"181910","chrX",NA,1662307,4
"181912","chrX","MIR6089",2638330,6
"181914","chrX","CD99",2741229,219
"181915","chrX","CD99",2741302,278
"181948","chrX","CD99",2717866,11
"181983","chrX","RPS27AP20",3717649,122
"182013","chrX",NA,3844609,1
"182014","chrX",NA,3883033,1
"182015","chrX",NA,3921462,1
"182016","chrX","VCX",7844144,1
"182017","chrX",NA,12974891,1
"182018","chrX","TMSB4X",12977243,81
"182019","chrX","TMSB4X",12977209,536
"182020","chrX","TMSB4X",13013195,114
"182025","chrX","TMSB4X",12976961,23
"182026","chrX","TMSB4X",13004258,2
"182027","chrX","TMSB4X",12977176,24
"182033","chrX","TMSB4X",13001882,52
"182035","chrX","TMSB4X",13082077,4
"182039","chrX","TMSB4X",12977092,13
"182084","chrX","TMSB4X",13017739,1
"182085","chrX","TMSB4X",12976332,13
"182112","chrX","TMSB4X",12983136,1
"182116","chrX","TMSB4X",13042585,3
"182124","chrX","TMSB4X",13009574,1
"182182","chrX","TMSB4X",12995864,2
"182202","chrX","TMSB4X",12977048,5
"182258","chrX",NA,13007545,1
"182259","chrX","LOC105373133",13069770,1
"182260","chrX","RAB9A",13709813,1
"182261","chrX","UBE2E4P",14245403,3
"182263","chrX","MOSPD2",14893820,1
"182264","chrX","MOSPD2",14914608,1
"182265","chrX","MOSPD2",14921905,1
"182266","chrX","BMX",15552200,20
"182268","chrX","ZRSR2",15803746,1
"182269","chrX","TMSB10P2",18341323,1
"182270","chrX","PDHA1",19359830,6
"182273","chrX","SMS",21971961,1
"182274","chrX","SAT1",23786222,1
"182275","chrX","SAT1",23799828,1
"182276","chrX","SAT1",23786194,2
"182277","chrX","EIF2S3",24077053,3
"182278","chrX","EIF2S3",24068013,3
"182279","chrX","EIF2S3",24077449,3
"182280","chrX","EIF2S3",24077108,3
"182281","chrX","EIF2S3",24088856,1
"182282","chrX","EIF2S3",24064291,3
"182283","chrX","PDK3",24534131,2
"182284","chrX","HMGA1P1",26749710,10
"182286","chrX","CKS1BP6",30617825,13
"182289","chrX","CKS1BP6",30618147,56
"182291","chrX","CKS1BP6",30618085,1
"182300","chrX","GK",30728927,7
"182303","chrX","GK",30696713,1
"182304","chrX","GK",30696775,1
"182305","chrX","MID1IP1",38885805,1
"182306","chrX","LOC105373177",39808412,1
"182307","chrX","LOC105373177",39787679,1
"182308","chrX","LOC105373177",39787821,1
"182309","chrX","RPS11P7",39865934,3
"182310","chrX",NA,40219101,1
"182311","chrX","RPL32P36",40908451,16
"182313","chrX","USP9X",41232737,1
"182314","chrX","DDX3X",41337802,1
"182315","chrX","DDX3X",41347394,1
"182316","chrX","DDX3X",41350187,3
"182317","chrX","DDX3X",41350260,1
"182318","chrX","GPR34",41697274,2
"182319","chrX","GPR82",41727058,1
"182320","chrX","RBM39P1",44031827,3
"182321","chrX","RBM39P1",44031074,35
"182322","chrX","RBM39P1",44031018,4
"182335","chrX","RPSAP61",44742069,128
"182342","chrX","RPSAP61",44781645,4
"182352","chrX",NA,44794901,3
"182353","chrX",NA,46440398,1
"182354","chrX","UBA1",47215114,3
"182355","chrX","UBA1",47213160,1
"182356","chrX","TIMP1",47586768,7
"182358","chrX","WASF4P",47803938,1
"182359","chrX","SPACA5",48009730,2
"182360","chrX",NA,48132617,1
"182361","chrX","FTSJ1",48486284,2
"182362","chrX","EBP",48528703,5
"182363","chrX","RBM3",48578266,42
"182364","chrX","RBM3",48602557,9
"182365","chrX","RBM3",48575608,3
"182366","chrX","RBM3",48577863,1
"182369","chrX","RBM3",48578197,2
"182370","chrX","RBM3",48578088,3
"182371","chrX","RBM3",48577614,1
"182376","chrX","RBM3",48577887,3
"182378","chrX","RBM3",48577839,1
"182380","chrX","PQBP1",48963160,1
"182381","chrX","PQBP1",48903110,36
"182388","chrX","PQBP1",48903007,1
"182395","chrX",NA,49071814,2
"182396","chrX","PLP2",49175105,14
"182397","chrX","PLP2",49175071,12
"182400","chrX","PLP2",49174961,1
"182408","chrX","CCDC22",49250575,1
"182409","chrX",NA,49251074,1
"182410","chrX","MAGED4",52192269,5
"182411","chrX","FAM156B",52908561,3
"182412","chrX",NA,53402886,1
"182413","chrX",NA,53403210,1
"182414","chrX","MRPS18CP7",53826330,12
"182416","chrX","TSR2",54444552,1
"182417","chrX","TSR2",54445501,1
"182418","chrX","GNL3L",54561082,1
"182419","chrX",NA,54748483,1
"182420","chrX","APEX2",55007752,4
"182422","chrX","MAGEH1",55453293,12
"182423","chrX","MAGEH1",55474750,1
"182425","chrX",NA,56599095,1
"182426","chrX","NBDY",56817550,7
"182428","chrX","NBDY",56817497,2
"182429","chrX","BTF3P8",63767245,1
"182430","chrX","MSN",65741904,5
"182433","chrX","MIR223HG",66019232,8
"182434","chrX","MIR223HG",66019773,3
"182435","chrX",NA,68135309,1
"182436","chrX","YIPF6",68511026,1
"182437","chrX","RPL31P63",68600494,2466
"182994","chrX","SERBP1P1",68785398,11
"182995","chrX","SERBP1P1",68785171,7
"182996","chrX","SERBP1P1",68783568,1
"182999","chrX","IGBP1",70166310,28
"183001","chrX","IGBP1",70183886,18
"183010","chrX","IGBP1",70166231,1
"183013","chrX","KIF4A",70319802,1
"183014","chrX","DLG3",70545361,1
"183015","chrX","RPS23P8",70963332,478
"183018","chrX","RPS23P8",71074373,3
"183019","chrX","RPS23P8",70963268,11
"183035","chrX","RPS23P8",70985362,1
"183044","chrX","RPS23P8",70965731,5
"183094","chrX",NA,71110193,1
"183095","chrX",NA,71108669,1
"183096","chrX",NA,71108294,3
"183098","chrX","MED12",71119775,1
"183099","chrX","NONO",71301152,1
"183100","chrX","NONO",71300280,3
"183101","chrX","NONO",71300258,1
"183102","chrX","OGT",71546667,1
"183103","chrX","OGT",71546700,2
"183105","chrX","OGT",71575849,2
"183106","chrX",NA,71703410,9
"183107","chrX","LINC00891",71703410,9
"183108","chrX",NA,71711036,1
"183109","chrX","NHSL2",72044964,438
"183186","chrX","PIN4",72197531,4
"183187","chrX","PIN4",72186493,1
"183188","chrX",NA,72771872,37
"183191","chrX","DMRTC1B",72779026,1
"183192","chrX","TOMM20P4",73223771,2
"183193","chrX","TOMM20P4",73223610,10
"183194","chrX","CHIC1",73684409,1
"183195","chrX","SEPHS1P4",73770507,14
"183198","chrX","SEPHS1P4",73770587,12
"183199","chrX","JPX",73947708,5
"183200","chrX","JPX",74072473,1
"183201","chrX","JPX",73947326,2
"183202","chrX","JPX",74004530,3
"183203","chrX","ATP5MKP1",74174166,48
"183217","chrX","RPS7P14",74410138,9
"183221","chrX","UPRT",75304883,1
"183222","chrX","RPL21P134",75384858,79
"183226","chrX","RPL21P134",75384659,7
"183230","chrX","RPL21P134",75384556,3
"183232","chrX","RPL21P134",75384440,1
"183237","chrX","MAGEE1",76431355,3
"183238","chrX",NA,76870451,27
"183239","chrX","COX7B",77905363,36
"183245","chrX","COX7B",77902771,1
"183251","chrX","COX7B",77905328,1
"183253","chrX","ATP7A",78048435,1
"183254","chrX","PGK1",78126287,31
"183255","chrX","PGK1",78126247,17
"183259","chrX","P2RY10",78961940,15
"183260","chrX","P2RY10",78960745,12
"183262","chrX","P2RY10",78962078,18
"183277","chrX","GPR174",79170751,2
"183278","chrX","GPR174",79350807,3
"183281","chrX","GPR174",79395541,1
"183282","chrX","GPR174",79172581,2
"183283","chrX","GPR174",79175315,4
"183284","chrX","WBP11P3",80562629,1
"183285","chrX","VDAC1P1",80931216,156
"183309","chrX","SH3BGRL",81297583,2
"183310","chrX",NA,100804604,2
"183312","chrX","RPL36A-HNRNPH2",101395768,512
"183315","chrX","RPL36A-HNRNPH2",101391823,27
"183320","chrX","RPL36A-HNRNPH2",101411933,3
"183335","chrX","RPL36A-HNRNPH2",101395418,129
"183413","chrX","RPL36A-HNRNPH2",101391524,7
"183471","chrX","ARMCX4",101446189,2
"183472","chrX","ARMCX7P",101598654,31
"183478","chrX","ARMCX3",101626500,5
"183479","chrX","BEX4",103216186,1
"183480","chrX","TMSB15B",103965974,40
"183490","chrX","IL1RAPL2",105408884,5
"183491","chrX","GTF3C6P2",107132367,12
"183493","chrX","NXT2",109542769,1
"183494","chrX",NA,110346795,1
"183495","chrX",NA,115659883,1
"183496","chrX","HNRNPA1P28",119220973,1
"183497","chrX","SLC25A5",119471265,4
"183498","chrX","SLC25A5",119470511,1
"183499","chrX","SLC25A5",119471304,20
"183500","chrX","SLC25A5",119469974,1
"183501","chrX","SLC25A5",119475615,14
"183504","chrX",NA,119536190,1
"183505","chrX",NA,119619764,1
"183506","chrX","NDUFA1",119931559,2
"183507","chrX","NDUFA1",119876632,15
"183509","chrX","NDUFA1",119876689,13
"183513","chrX","NDUFA1",119876898,1
"183515","chrX","MCTS1",120612332,2
"183516","chrX","MCTS1",120612365,5
"183517","chrX","GLUD2",121050606,4
"183518","chrX",NA,121050606,4
"183519","chrX","H3P47",123514912,293
"183523","chrX","H3P47",123515186,290
"183603","chrX","H3P47",123515022,3
"183628","chrX","SH2D1A",124373147,53
"183629","chrX","SH2D1A",124371717,111
"183637","chrX","SH2D1A",124370220,3
"183639","chrX","SH2D1A",124365825,4
"183657","chrX","LOC105373331",124389819,1
"183658","chrX","MTCO1P53",126471976,1
"183659","chrX","MTCO1P53",126471850,4
"183661","chrX","MTCO1P53",126472066,3
"183662","chrX","MTND4P24",126473260,3
"183663","chrX","XPNPEP2",129746876,1
"183664","chrX","SASH3",129780114,1
"183665","chrX","SASH3",129797147,1
"183666","chrX","RAB33A",130184855,1
"183667","chrX","DENND10P1",130497394,3
"183668","chrX","DENND10P1",130497443,1
"183669","chrX","DENND10P1",130497575,7
"183671","chrX","RPS24P19",133671400,729
"183698","chrX","RPS24P19",133671300,7
"183820","chrX",NA,134188697,4
"183824","chrX","HPRT1",134536721,1
"183825","chrX","PABIR3",134833169,1
"183826","chrX","PABIR3",134809497,1
"183827","chrX","PABIR3",134831805,2
"183829","chrX","CD40LG",136660382,56
"183830","chrX","CD40LG",136720538,1
"183831","chrX","CD40LG",136659736,23
"183835","chrX","CD40LG",136708396,13
"183839","chrX","BCYRN1P1",139720776,16
"183840","chrX","HNRNPA3P3",140033858,8
"183842","chrX","RPL36AP52",141139251,2
"183844","chrX","FTH1P8",148052938,10
"183847","chrX","FTH1P8",148052908,5
"183850","chrX","EOLA1",149547301,39
"183853","chrX","EOLA1",149549966,9
"183864","chrX","EOLA1",149555342,3
"183865","chrX","TMEM185AP1",149772827,4
"183866","chrX","LOC643015",150116849,2
"183867","chrX","MTM1",150673131,1
"183868","chrX","HMGB3",150987915,3
"183869","chrX","HMGB3",150986080,15
"183871","chrX","HMGB3",150988719,1
"183872","chrX","RPL19P21",150993593,4
"183873","chrX","RPL19P21",150994196,18
"183878","chrX","VMA21",151407888,1
"183879","chrX","CSAG3",152760221,7
"183883","chrX","NSDHL",152846366,2
"183884","chrX","LOC105373383",153607542,1
"183885","chrX","RPL18AP16",153662737,23
"183895","chrX","SSR4",153798482,47
"183896","chrX","SSR4",153798512,9
"183897","chrX","SSR4",153798444,3
"183905","chrX","RPL10",154400817,1427
"183919","chrX","RPL10",154399391,4
"183951","chrX","RPL10",154439698,9
"184000","chrX","RPL10",154399587,11
"184070","chrX","RPL10",154400574,9
"184073","chrX","RPL10",154399850,12
"184132","chrX","RPL10",154399910,9
"184188","chrX","RPL10",154400502,1
"184344","chrX","LOC124905229",154522801,1
"184345","chrX","LOC124905229",154516058,1
"184346","chrX",NA,154532638,1
"184347","chrX","IKBKG",154565034,3
"184348","chrX","F8A1",154887633,1
"184349","chrX","F8A1",154888054,23
"184354","chrX","FUNDC2",155055088,70
"184365","chrX","BRCC3",155121266,1
"184366","chrX","VBP1",155239794,2
"184367","chrX",NA,155348713,1
"184368","chrX","TMLHEP1",155352239,1
"184369","chrX","F8A2",155383373,1
"184370","chrX","F8A2",155383794,23
"184375","chrX","VAMP7",155943763,27
"184381","chrX","IL9R",156008459,18
"184382","chrX","IL9R",156007793,7
"184388","chrX","IL9R",156013013,7
"184389","chrX","WASH6P",156025667,23
"184399","chrY","PLCXD1_1",303357,15
"184401","chrY","ASMTL-AS1_1",1415427,1
"184402","chrY",NA,1660872,16
"184406","chrY",NA,1763217,1
"184409","chrY",NA,1662307,4
"184411","chrY","MIR6089_1",2638330,6
"184413","chrY","CD99_1",2741229,219
"184414","chrY","CD99_1",2741302,278
"184447","chrY","CD99_1",2717866,11
"184482","chrY","PSMA6P1",13287510,74
"184484","chrY",NA,17757226,1
"184485","chrY","RPL41P6",25308102,28
"184493","chrY","VAMP7_1",57130283,27
"184499","chrY","IL9R_1",57194979,18
"184500","chrY","IL9R_1",57194313,7
"184506","chrY",NA,57199533,7
"184507","chrY","WASH6P_1",57212187,23
"184517","chr1","WASH7P",14367,1
"184518","chr1","WASH7P",14403,17
"184525","chr1","WASH7P",24217,57
"184535","chr1","WASH9P",184883,1
"184536","chr1","WASH9P",184920,19
"184542","chr1",NA,258291,2
"184543","chr1","RPL23AP21",258490,3
"184544","chr1","LOC100132287",490896,3
"184546","chr1","LOC101928626",629077,4
"184548","chr1",NA,629546,1
"184549","chr1",NA,629666,1
"184550","chr1",NA,629720,6
"184552","chr1",NA,629889,2
"184553","chr1",NA,630134,14
"184556","chr1",NA,630408,9
"184557","chr1",NA,630583,7
"184559","chr1",NA,630830,19
"184561","chr1",NA,630911,78
"184575","chr1",NA,631366,7
"184578","chr1",NA,631537,4
"184580","chr1",NA,631562,3
"184581","chr1",NA,631743,44
"184591","chr1",NA,631792,3
"184592","chr1",NA,632058,10
"184594","chr1",NA,632132,3
"184595","chr1",NA,632227,3
"184596","chr1",NA,632291,13
"184598","chr1","MIR12136",632457,22
"184600","chr1","MIR12136",632545,87
"184607","chr1","MIR12136",632779,8
"184609","chr1","MIR12136",632808,1
"184610","chr1","MIR12136",632858,5
"184612","chr1",NA,632902,2
"184613","chr1",NA,632950,9
"184614","chr1",NA,633285,2
"184615","chr1",NA,633327,4
"184616","chr1",NA,633593,5
"184618","chr1",NA,633808,2
"184619","chr1",NA,633994,22
"184622","chr1",NA,634193,2
"184624","chr1",NA,634475,23
"184629","chr1",NA,634561,2
"184630","chr1",NA,634619,2
"184631","chr1",NA,634744,2
"184633","chr1",NA,634791,3
"184634","chr1","LOC100288069",725899,3
"184636","chr1",NA,796462,1
"184637","chr1","SDF4",1216914,14
"184639","chr1","MRPL20",1401971,4
"184640","chr1","MRPL20",1406930,35
"184642","chr1","SSU72",1541690,11
"184648","chr1","SSU72",1544946,8
"184650","chr1","SSU72",1564727,8
"184654","chr1","SSU72",1564829,3
"184656","chr1","SLC35E2B",1676081,1
"184657","chr1",NA,1698623,5
"184658","chr1","CDK11A",1719400,1
"184659","chr1","SLC35E2A",1738939,1
"184660","chr1","NADK",1751233,5
"184661","chr1","GNB1",1786767,2
"184663","chr1","GFOD3P",3737149,3
"184664","chr1",NA,6100774,1
"184665","chr1",NA,6100979,24
"184667","chr1","CHD5",6178509,2
"184668","chr1","RPL22",6185020,26
"184671","chr1","RPL22",6185052,6
"184673","chr1","RPL22",6186242,71
"184695","chr1","RPL22",6186285,9
"184697","chr1","RPL22",6186357,3
"184698","chr1","RPL22",6186477,1
"184699","chr1","RPL22",6186580,45
"184703","chr1","RPL22",6186713,495
"184811","chr1","RPL22",6192930,14
"184822","chr1","RPL22",6192989,17
"184825","chr1","ICMT",6223508,1
"184826","chr1","ACOT7",6264286,6
"184829","chr1","TNFRSF9",7917583,3
"184830","chr1",NA,8837365,1
"184831","chr1","ENO1",8861017,82
"184840","chr1","ENO1",8861133,3
"184842","chr1","ENO1",8864024,1
